"","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
"683","season4",1,11,"nonholiday","Tue","workingday","weather2","lowtemp1",0.323225,"highhum2","highwind2",327,3767,4094
"684","season4",1,11,"nonholiday","Wed","workingday","weather1","lowtemp2",0.281563,"highhum1","highwind1",373,5122,5495
"685","season4",1,11,"nonholiday","Thu","workingday","weather2","lowtemp2",0.324492,"highhum1","lowwind1",320,5125,5445
"686","season4",1,11,"nonholiday","Fri","workingday","weather1","lowtemp1",0.347204,"highhum1","lowwind1",484,5214,5698
"687","season4",1,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.326383,"highhum1","lowwind1",1313,4316,5629
"688","season4",1,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp1",0.337746,"highhum2","highwind1",922,3747,4669
"689","season4",1,11,"nonholiday","Mon","workingday","weather2","lowtemp1",0.375621,"highhum1","highwind2",449,5050,5499
"690","season4",1,11,"nonholiday","Tue","workingday","weather2","lowtemp1",0.380667,"highhum2","lowwind2",534,5100,5634
"691","season4",1,11,"nonholiday","Wed","workingday","weather1","lowtemp1",0.364892,"highhum1","lowwind2",615,4531,5146
"692","season4",1,11,"holiday","Thu","nonworkingday","weather1","lowtemp1",0.350371,"highhum1","lowwind2",955,1470,2425
"693","season4",1,11,"nonholiday","Fri","workingday","weather1","lowtemp1",0.378779,"highhum1","lowwind1",1603,2307,3910
"694","season4",1,11,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.248742,"lowhum1","highwind2",532,1745,2277
"695","season4",1,11,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.257583,"lowhum1","lowwind1",309,2115,2424
"696","season4",1,11,"nonholiday","Mon","workingday","weather1","lowtemp2",0.339004,"highhum1","lowwind2",337,4750,5087
"697","season4",1,11,"nonholiday","Tue","workingday","weather2","lowtemp2",0.281558,"highhum2","highwind2",123,3836,3959
"698","season4",1,11,"nonholiday","Wed","workingday","weather1","lowtemp2",0.289762,"highhum1","highwind1",198,5062,5260
"699","season4",1,11,"nonholiday","Thu","workingday","weather1","lowtemp2",0.298422,"highhum1","lowwind2",243,5080,5323
"700","season4",1,11,"nonholiday","Fri","workingday","weather1","lowtemp2",0.323867,"highhum1","lowwind2",362,5306,5668
"701","season4",1,12,"nonholiday","Sat","nonworkingday","weather2","lowtemp2",0.316904,"highhum2","lowwind2",951,4240,5191
"702","season4",1,12,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.359208,"highhum2","lowwind2",892,3757,4649
"703","season4",1,12,"nonholiday","Mon","workingday","weather1","lowtemp1",0.455796,"highhum2","lowwind2",555,5679,6234
"704","season4",1,12,"nonholiday","Tue","workingday","weather1","lowtemp1",0.469054,"highhum2","lowwind1",551,6055,6606
"705","season4",1,12,"nonholiday","Wed","workingday","weather1","lowtemp1",0.428012,"lowhum1","highwind2",331,5398,5729
"706","season4",1,12,"nonholiday","Thu","workingday","weather1","lowtemp2",0.258204,"highhum1","lowwind1",340,5035,5375
"707","season4",1,12,"nonholiday","Fri","workingday","weather2","lowtemp2",0.321958,"highhum2","lowwind2",349,4659,5008
"708","season4",1,12,"nonholiday","Sat","nonworkingday","weather2","lowtemp1",0.389508,NA,"lowwind2",1153,4429,5582
"709","season4",1,12,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.390146,NA,"lowwind1",441,2787,3228
"710","season4",1,12,"nonholiday","Mon","workingday","weather2","lowtemp1",0.435575,NA,"highwind1",329,4841,5170
"711","season4",1,12,"nonholiday","Tue","workingday","weather2","lowtemp1",0.338363,"highhum1","highwind2",282,5219,5501
"712","season4",1,12,"nonholiday","Wed","workingday","weather2","lowtemp2",0.297338,"highhum1","lowwind1",310,5009,5319
"713","season4",1,12,"nonholiday","Thu","workingday","weather1","lowtemp2",0.294188,"lowhum1","lowwind1",425,5107,5532
"714","season4",1,12,"nonholiday","Fri","workingday","weather1","lowtemp2",0.294192,"highhum1","lowwind2",429,5182,5611
"715","season4",1,12,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.338383,"highhum1","lowwind2",767,4280,5047
"716","season4",1,12,"nonholiday","Sun","nonworkingday","weather2","lowtemp1",0.369938,"highhum2","lowwind2",538,3248,3786
"717","season4",1,12,"nonholiday","Mon","workingday","weather2","lowtemp1",0.4015,NA,"lowwind2",212,4373,4585
"718","season4",1,12,"nonholiday","Tue","workingday","weather1","lowtemp1",0.409708,"highhum2","highwind1",433,5124,5557
"719","season4",1,12,"nonholiday","Wed","workingday","weather1","lowtemp2",0.342162,"highhum1","highwind1",333,4934,5267
"720","season4",1,12,"nonholiday","Thu","workingday","weather2","lowtemp2",0.335217,"highhum2","lowwind2",314,3814,4128
"721","season1",1,12,"nonholiday","Fri","workingday","weather2","lowtemp2",0.301767,"highhum1","highwind2",221,3402,3623
"722","season1",1,12,"nonholiday","Sat","nonworkingday","weather1","lowtemp2",0.236113,"lowhum1","highwind2",205,1544,1749
"723","season1",1,12,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.259471,"highhum1","lowwind2",408,1379,1787
"724","season1",1,12,"nonholiday","Mon","workingday","weather2","lowtemp2",0.2589,"highhum2","lowwind2",174,746,920
"725","season1",1,12,"holiday","Tue","nonworkingday","weather2","lowtemp2",0.294465,"highhum2","lowwind1",440,573,1013
"726","season1",1,12,"nonholiday","Wed","workingday","weather3","lowtemp2",0.220333,"highhum2","highwind2",9,432,441
"727","season1",1,12,"nonholiday","Thu","workingday","weather2","lowtemp2",0.226642,"highhum1","highwind2",247,1867,2114
"728","season1",1,12,"nonholiday","Fri","workingday","weather2","lowtemp2",0.255046,"highhum1","lowwind1",644,2451,3095
"729","season1",1,12,"nonholiday","Sat","nonworkingday","weather2","lowtemp2",0.2424,"highhum2","lowwind2",159,1182,1341
"730","season1",1,12,"nonholiday","Sun","nonworkingday","weather1","lowtemp2",0.2317,"lowhum1","highwind2",364,1432,1796
"731","season1",1,12,"nonholiday","Mon","workingday","weather2","lowtemp2",0.223487,"highhum1","lowwind1",439,2290,2729
